代號,名稱,觸發策略,收盤,策略狀態,停損價,5日線,20日線,季線(60),20MA乖離率,20日區間振幅,年線位置
6643.TWO,未知,右側突破策略,458.0,第一型：短線強勢動能與均線交叉發散➔可買進,406.0,429.3,422.55,429.86,8.39%,13.96%,上
